Date,Country,Demand,year,month,day_of_week
2011-10-30,Sweden,198,2011,10,6
2011-10-30,United Kingdom,17662,2011,10,6
2011-10-31,Belgium,148,2011,10,0
2011-10-31,EIRE,392,2011,10,0
2011-10-31,Finland,53,2011,10,0
2011-10-31,France,416,2011,10,0
2011-10-31,Germany,495,2011,10,0
2011-10-31,Iceland,676,2011,10,0
2011-10-31,Italy,85,2011,10,0
2011-10-31,United Kingdom,19299,2011,10,0
2011-11-01,EIRE,894,2011,11,1
2011-11-01,France,1032,2011,11,1
2011-11-01,Italy,3,2011,11,1
2011-11-01,United Kingdom,14664,2011,11,1
2011-11-02,Australia,216,2011,11,2
2011-11-02,France,291,2011,11,2
2011-11-02,Germany,64,2011,11,2
2011-11-02,Italy,48,2011,11,2
2011-11-02,Netherlands,2732,2011,11,2
2011-11-02,Poland,639,2011,11,2
2011-11-02,United Kingdom,24577,2011,11,2
2011-11-03,Australia,192,2011,11,3
2011-11-03,France,1037,2011,11,3
2011-11-03,Germany,417,2011,11,3
2011-11-03,Norway,127,2011,11,3
2011-11-03,Portugal,80,2011,11,3
2011-11-03,Spain,136,2011,11,3
2011-11-03,United Kingdom,32398,2011,11,3
2011-11-04,Australia,336,2011,11,4
2011-11-04,Belgium,769,2011,11,4
2011-11-04,Finland,326,2011,11,4
2011-11-04,France,338,2011,11,4
2011-11-04,Poland,302,2011,11,4
2011-11-04,Spain,327,2011,11,4
2011-11-04,United Kingdom,32938,2011,11,4
2011-11-06,Channel Islands,638,2011,11,6
2011-11-06,Germany,887,2011,11,6
2011-11-06,Norway,146,2011,11,6
2011-11-06,Sweden,577,2011,11,6
2011-11-06,Switzerland,2708,2011,11,6
2011-11-06,United Kingdom,18353,2011,11,6
2011-11-07,Belgium,365,2011,11,0
2011-11-07,EIRE,768,2011,11,0
2011-11-07,France,292,2011,11,0
2011-11-07,Germany,277,2011,11,0
2011-11-07,Portugal,89,2011,11,0
2011-11-07,Spain,5,2011,11,0
2011-11-07,United Kingdom,29584,2011,11,0
2011-11-08,Belgium,246,2011,11,1
2011-11-08,France,870,2011,11,1
2011-11-08,Spain,239,2011,11,1
2011-11-08,United Kingdom,25099,2011,11,1
2011-11-09,EIRE,580,2011,11,2
2011-11-09,France,499,2011,11,2
2011-11-09,Germany,87,2011,11,2
2011-11-09,United Kingdom,37103,2011,11,2
2011-11-10,EIRE,496,2011,11,3
2011-11-10,France,1347,2011,11,3
2011-11-10,Germany,165,2011,11,3
2011-11-10,Netherlands,7786,2011,11,3
2011-11-10,Spain,452,2011,11,3
2011-11-10,United Kingdom,27946,2011,11,3
2011-11-11,EIRE,1252,2011,11,4
2011-11-11,France,1836,2011,11,4
2011-11-11,Germany,1598,2011,11,4
2011-11-11,Portugal,166,2011,11,4
2011-11-11,Sweden,149,2011,11,4
2011-11-11,Switzerland,64,2011,11,4
2011-11-11,United Kingdom,23997,2011,11,4
2011-11-13,Austria,375,2011,11,6
2011-11-13,EIRE,2643,2011,11,6
2011-11-13,France,69,2011,11,6
2011-11-13,United Kingdom,17753,2011,11,6
2011-11-14,Austria,342,2011,11,0
2011-11-14,EIRE,206,2011,11,0
2011-11-14,Finland,150,2011,11,0
2011-11-14,France,894,2011,11,0
2011-11-14,Germany,239,2011,11,0
2011-11-14,Hong Kong,1,2011,11,0
2011-11-14,Portugal,225,2011,11,0
2011-11-14,Sweden,1060,2011,11,0
2011-11-14,United Kingdom,44236,2011,11,0
2011-11-15,Australia,3130,2011,11,1
2011-11-15,EIRE,1206,2011,11,1
2011-11-15,France,481,2011,11,1
2011-11-15,Germany,596,2011,11,1
2011-11-15,Sweden,67,2011,11,1
2011-11-15,United Kingdom,24903,2011,11,1
2011-11-16,EIRE,3082,2011,11,2
2011-11-16,France,687,2011,11,2
2011-11-16,Germany,2185,2011,11,2
2011-11-16,Netherlands,147,2011,11,2
2011-11-16,United Kingdom,26812,2011,11,2
2011-11-16,Unspecified,188,2011,11,2
2011-11-17,Belgium,534,2011,11,3
2011-11-17,Channel Islands,78,2011,11,3
2011-11-17,Denmark,1025,2011,11,3
2011-11-17,EIRE,631,2011,11,3
2011-11-17,Finland,183,2011,11,3
2011-11-17,France,1611,2011,11,3
2011-11-17,Germany,1373,2011,11,3
2011-11-17,Italy,169,2011,11,3
2011-11-17,Japan,2210,2011,11,3
2011-11-17,Malta,186,2011,11,3
2011-11-17,Portugal,5,2011,11,3
2011-11-17,Spain,508,2011,11,3
2011-11-17,United Kingdom,23238,2011,11,3
2011-11-18,Belgium,315,2011,11,4
2011-11-18,Cyprus,300,2011,11,4
2011-11-18,EIRE,296,2011,11,4
2011-11-18,France,550,2011,11,4
2011-11-18,Germany,493,2011,11,4
2011-11-18,Italy,544,2011,11,4
2011-11-18,Netherlands,34,2011,11,4
2011-11-18,Norway,240,2011,11,4
2011-11-18,Switzerland,669,2011,11,4
2011-11-18,United Kingdom,20555,2011,11,4
2011-11-20,Belgium,125,2011,11,6
2011-11-20,EIRE,440,2011,11,6
2011-11-20,France,298,2011,11,6
2011-11-20,Germany,53,2011,11,6
2011-11-20,Netherlands,155,2011,11,6
2011-11-20,Spain,477,2011,11,6
2011-11-20,United Kingdom,17868,2011,11,6
2011-11-21,EIRE,626,2011,11,0
2011-11-21,France,271,2011,11,0
2011-11-21,Germany,323,2011,11,0
2011-11-21,Italy,631,2011,11,0
2011-11-21,Portugal,68,2011,11,0
2011-11-21,Spain,249,2011,11,0
2011-11-21,United Kingdom,23610,2011,11,0
2011-11-22,Belgium,185,2011,11,1
2011-11-22,EIRE,1485,2011,11,1
2011-11-22,France,361,2011,11,1
2011-11-22,Germany,562,2011,11,1
2011-11-22,Italy,142,2011,11,1
2011-11-22,Netherlands,514,2011,11,1
2011-11-22,Sweden,120,2011,11,1
2011-11-22,United Kingdom,32117,2011,11,1
2011-11-23,EIRE,60,2011,11,2
2011-11-23,Finland,73,2011,11,2
2011-11-23,France,219,2011,11,2
2011-11-23,Germany,574,2011,11,2
2011-11-23,Italy,526,2011,11,2
2011-11-23,Netherlands,7244,2011,11,2
2011-11-23,Spain,920,2011,11,2
2011-11-23,Switzerland,185,2011,11,2
2011-11-23,United Kingdom,29619,2011,11,2
2011-11-24,Australia,224,2011,11,3
2011-11-24,EIRE,143,2011,11,3
2011-11-24,France,959,2011,11,3
2011-11-24,Germany,1930,2011,11,3
2011-11-24,Portugal,458,2011,11,3
2011-11-24,Spain,77,2011,11,3
2011-11-24,United Kingdom,22263,2011,11,3
2011-11-24,Unspecified,453,2011,11,3
2011-11-25,EIRE,92,2011,11,4
2011-11-25,France,828,2011,11,4
2011-11-25,Germany,45,2011,11,4
2011-11-25,Norway,594,2011,11,4
2011-11-25,United Kingdom,17438,2011,11,4
2011-11-27,EIRE,225,2011,11,6
2011-11-27,United Kingdom,10947,2011,11,6
2011-11-28,EIRE,945,2011,11,0
2011-11-28,France,907,2011,11,0
2011-11-28,Germany,685,2011,11,0
2011-11-28,United Kingdom,26929,2011,11,0
2011-11-29,Belgium,21,2011,11,1
2011-11-29,Finland,91,2011,11,1
2011-11-29,France,645,2011,11,1
2011-11-29,Germany,639,2011,11,1
2011-11-29,Japan,2040,2011,11,1
2011-11-29,Spain,117,2011,11,1
2011-11-29,Switzerland,151,2011,11,1
2011-11-29,United Kingdom,27200,2011,11,1
2011-11-30,Denmark,512,2011,11,2
2011-11-30,EIRE,587,2011,11,2
2011-11-30,Finland,264,2011,11,2
2011-11-30,France,1567,2011,11,2
2011-11-30,Germany,261,2011,11,2
2011-11-30,Netherlands,51,2011,11,2
2011-11-30,Norway,2299,2011,11,2
2011-11-30,Portugal,2,2011,11,2
2011-11-30,United Kingdom,22845,2011,11,2
2011-12-01,EIRE,565,2011,12,3
2011-12-01,Finland,218,2011,12,3
2011-12-01,France,492,2011,12,3
2011-12-01,Germany,247,2011,12,3
2011-12-01,United Kingdom,25529,2011,12,3
2011-12-02,Belgium,502,2011,12,4
2011-12-02,Finland,132,2011,12,4
2011-12-02,France,800,2011,12,4
2011-12-02,Germany,9,2011,12,4
2011-12-02,Portugal,1032,2011,12,4
2011-12-02,USA,196,2011,12,4
2011-12-02,United Kingdom,26126,2011,12,4
2011-12-04,EIRE,534,2011,12,6
2011-12-04,France,542,2011,12,6
2011-12-04,Germany,504,2011,12,6
2011-12-04,United Kingdom,10830,2011,12,6
2011-12-05,Channel Islands,60,2011,12,0
2011-12-05,Denmark,173,2011,12,0
2011-12-05,EIRE,219,2011,12,0
2011-12-05,France,477,2011,12,0
2011-12-05,Germany,154,2011,12,0
2011-12-05,Norway,92,2011,12,0
2011-12-05,Portugal,128,2011,12,0
2011-12-05,Sweden,40,2011,12,0
2011-12-05,USA,408,2011,12,0
2011-12-05,United Kingdom,42827,2011,12,0
2011-12-06,Belgium,396,2011,12,1
2011-12-06,France,787,2011,12,1
2011-12-06,Greece,236,2011,12,1
2011-12-06,Italy,45,2011,12,1
2011-12-06,Portugal,267,2011,12,1
2011-12-06,Spain,182,2011,12,1
2011-12-06,United Kingdom,28555,2011,12,1
2011-12-07,EIRE,1998,2011,12,2
2011-12-07,France,561,2011,12,2
2011-12-07,Germany,1220,2011,12,2
2011-12-07,Iceland,192,2011,12,2
2011-12-07,Netherlands,7818,2011,12,2
2011-12-07,Portugal,142,2011,12,2
2011-12-07,Spain,92,2011,12,2
2011-12-07,United Kingdom,29857,2011,12,2
2011-12-08,Austria,148,2011,12,3
2011-12-08,EIRE,806,2011,12,3
2011-12-08,France,21,2011,12,3
2011-12-08,Germany,992,2011,12,3
2011-12-08,Netherlands,140,2011,12,3
2011-12-08,United Kingdom,32978,2011,12,3
2011-12-09,Belgium,203,2011,12,4
2011-12-09,France,105,2011,12,4
2011-12-09,Germany,880,2011,12,4
2011-12-09,Norway,2227,2011,12,4
2011-12-09,United Kingdom,90564,2011,12,4
